217,182,198,199,182,0.12,-10.75,1.14
224,182,200,199,200,-0.16,-10.63,1.53
246,184,203,244,251,-0.04,-10.67,1.18
246,197,202,265,293,0.12,-10.79,1.22
264,195,207,300,337,0.16,-10.87,0.90
299,190,208,321,337,0.00,-10.51,0.86
325,190,205,333,323,-0.04,-10.71,0.67
308,194,203,345,316,-0.39,-10.75,1.14
294,194,217,390,315,-0.24,-10.67,1.22
292,191,216,400,313,-0.51,-10.63,1.18
298,189,216,399,317,-0.43,-10.67,1.29
305,187,215,421,320,-0.35,-10.67,1.37
305,188,216,411,320,-0.55,-10.63,1.14
306,188,215,398,319,-0.27,-10.67,1.26
305,188,215,400,318,-0.27,-10.63,1.29
316,188,215,376,324,-0.35,-10.63,1.37
315,187,215,365,323,-0.20,-10.67,1.33
312,187,214,345,320,-0.31,-10.67,1.26
309,188,213,321,307,-0.43,-10.59,1.57
271,188,208,300,271,-0.31,-10.67,1.33
309,188,213,321,307,-0.43,-10.59,1.57
271,188,208,300,271,-0.31,-10.67,1.33
224,182,200,240,182,-0.35,-10.63,0.90
215,181,202,199,181,-0.20,-10.67,1.14
215,180,202,199,181,0.04,-10.51,1.33
